,,,RA +RA -RA,CLR or OVC,Diverse,0 or 5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAKW 270053Z AUTO VRB03KT 10SM SCT055 13/04 A2988 RMK AO2 SLP120 T01280039 TSNO,32.27,-107.72,,CLR,230,5,0,KDMN,,30.041338,-8.3,10,25.6,VFR,New Mexico,,5,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,15
PAKT 270053Z 14006KT 10SM FEW035 10/02 A2996 RMK AO2 SLP146 HARBOR WND 14013KT T01000022,35.62,-106.1,,CLR,240,5,0,KSAF,,30.15059,-6.1,10,17.2,VFR,New Mexico,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,28
PAJN 270053Z 08010G19KT 10SM FEW080 FEW120 BKN210 13/M01 A2995 RMK AO2 SLP141 T01331011,36.75,-108.23,,FEW,340,5,0,KFMN,12000,30.050198,-6.7,10,18.9,VFR,New Mexico,,5,,TRUE,,,,,,,,,FEW,12000,BKN,21000,,,,,,,,,,,,,,,METAR,5
PANN 270053Z AUTO 08003KT 10SM BKN100 OVC110 08/02 A3004 RMK AO2 SLP179 T00830017 TSNO,31.88,-106.7,,CLR,120,10,0,KDNA,,30.029528,9,10,26,VFR,New Mexico,,10,TRUE,TRUE,,,TRUE,,,,,,OVC,11000,,,,,,,,,,,,,,,,,METAR,110
PAOM 270053Z 16013KT 6SM BR SCT010 OVC018 M01/M01 A2994 RMK AO2 SLP140 T10061011,34.93,-104.65,,CLR,160,10,0,KSXU,,30.138779,2.4,10,19,VFR,New Mexico,,11,,TRUE,,,,,,,,,OVC,1800,,,,,,,,,,,,,,,,,METAR,11
PAPB 270053Z AUTO 10SM FEW025 05/00 A2999 RMK AO2 SLP145 T00500000 TSNO $,33.47,-105.52,,CLR,120,10,20,KSRR,,30.250984,3,10,14,VFR,New Mexico,19,8,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,35
PAQT 270053Z AUTO 19008KT 10SM FEW050 OVC085 M01/M02 A2994 RMK AO2 SLP140 T10111022 TSNO,32.67,-103.22,,CLR,130,15,0,KHOB,,30.171259,9,10,20,VFR,New Mexico,,13,TRUE,TRUE,,,TRUE,,,,,,OVC,8500,,,,,,,,,,,,,,,,,METAR,12
PASC 270053Z 10009KT 10SM FEW033 OVC090 M05/M08 A2994 RMK AO2 SLP141 T10501078,32.85,-104.47,,CLR,140,15,0,KATS,,30.109253,9,10,22,VFR,New Mexico,,15,,TRUE,,,,,,,,,OVC,9000,,,,,,,,,,,,,,,,,METAR,15
PASI 270053Z 32003KT 10SM FEW120 BKN250 10/03 A2989 RMK AO2 SLP122 T01000033,35,-105.67,,CLR,170,15,10,KCQC,,30.230314,2.8,10,13.3,VFR,New Mexico,,16,,TRUE,,,,,,,,,BKN,25000,,,,,,,,,,,,,,,,,METAR,5
PASN 270053Z AUTO 19024G28KT 9SM FEW045 04/01 A2995 RMK AO2 PK WND 20030/0029 RAE15B33E50SNB21E33 SLP144 P0000 T00440011 TSNO,36.45,-103.15,,CLR,190,15,0,KCAO,,30.121063,4.4,10,16.7,VFR,New Mexico,,17,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,0.005,,,,,,METAR,29
PASO 270053Z AUTO VRB03KT 10SM FEW015 06/02 A3008 RMK AO2 SLP187 T00610017 TSNO,32.33,-104.25,,CLR,120,15,20,KCNM,,30.100393,9.4,10,22.2,VFR,New Mexico,19,14,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,9
PATK 270053Z 00000KT 10SM CLR 09/M05 A3002 RMK AO2 SLP170 T00891050,32.82,-105.97,,CLR,170,15,20,KALM,,30.059055,7,10,23,VFR,New Mexico,19,13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,109
PATO 270053Z AUTO 28009G19KT 10SM CLR 07/M01 A3004 RMK AO2 SLP173 T00721006 TSNO,35.65,-105.13,,CLR,180,15,20,KLVS,,30.200787,-0.6,10,13.9,VFR,New Mexico,22,15,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,31
PAWD 270053Z AUTO 36016G24KT 10SM CLR 11/M01 A2998 RMK AO2 PK WND 33031/0028 SLP151 T01111006 TSNO,34.65,-106.83,,CLR,180,15,20,KBRG,,30.079725,-4.2,10,21.9,VFR,New Mexico,22,16,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,23
PAWI 270053Z AUTO 17010KT 10SM CLR 01/M02 A2980 RMK AO2 SLP091 T00061022 TSNO,43.23,-77.12,,CLR,0,0,0,KSDC,,30.431103,-12,10,-2,VFR,New York,,0,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,27
PAYA 270053Z AUTO 09013G20KT 10SM CLR 14/M04 A2996 RMK AO2 SLP146 T01441044 PWINO TSNO $,42.92,-76.43,,CLR,0,0,0,K6B9,,30.398623,-12,10,-3,VFR,New York,,0,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,11
PHJR 270053Z 13008G15KT 090V160 10SM FEW048 BKN060 BKN075 26/17 A2999 RMK AO2 SLP161 T02560172,43.35,-76.38,,CLR,0,0,0,KFZY,,30.431103,-14.4,10,-2.8,VFR,New York,,0,,TRUE,,,,,,,,,BKN,6000,BKN,7500,,,,,,,,,,,,,,,METAR,15
PHNL 270053Z 07013G17KT 10SM FEW031 SCT044 BKN065 28/16 A2997 RMK AO2 SLP149 T02830156,43.12,-77.68,,CLR,0,0,0,KROC,,30.431103,-13.9,10,-0.6,VFR,New York,,0,,TRUE,,,,,,,,,SCT,4400,BKN,6500,,,,,,,,,,,,,,,METAR,4
KAAF 270053Z AUTO 33006KT 10SM CLR 17/09 A3005 RMK AO2 SLP175 T01720089,42.5,-79.28,,CLR,0,0,0,KDKK,,30.41929,-11.1,10,-2.2,VFR,New York,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,5
KABR 270053Z AUTO 10005KT 6SM BR CLR 03/02 A2997 RMK AO2 SLP161 T00330017,42.65,-77.05,,CLR,0,0,0,KPEO,,30.410433,-13.9,10,-1.7,VFR,New York,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,397
KABY 270053Z AUTO 32009KT 10SM BKN050 OVC060 18/09 A3009 RMK AO2 SLP188 T01830089,44.65,-73.47,,CLR,0,0,0,KPBG,,30.380905,-16.7,10,-0.6,VFR,New York,,0,TRUE,TRUE,,,,,,,,,OVC,6000,,,,,,,,,,,,,,,,,METAR,58
KACK 270053Z 02010KT 10SM CLR M01/M09 A3029 RMK AO2 SLP257 T10061094,41.63,-73.88,,CLR,0,0,0,KPOU,,30.339567,-15.6,10,2.2,VFR,New York,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,16
KACV 270053Z AUTO 33005KT 10SM CLR 12/07 A2992 RMK AO2 SLP139 T01220072,44.93,-74.85,,CLR,0,0,0,KMSS,,30.410433,-12.8,10,-5,VFR,New York,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,67
KAEX 270053Z 02005KT 10SM CLR 16/04 A3024 RMK AO2 SLP244 T01610044,41.07,-71.92,,,0,0,0,KMTP,,30.318897,-8.3,,-1.7,,New York,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,27
KAFW 270053Z 05005KT 10SM SCT300 19/06 A3025 RMK AO2 SLP242 T01890061,42.15,-76.9,,CLR,30,5,0,KELM,,30.389763,-13.3,10,-1.1,VFR,New York,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,233
KAGC 270053Z 34005KT 10SM CLR 04/M13 A3032 RMK AO2 SLP286 T00441128,43.12,-78.93,,CLR,240,5,0,KIAG,,30.410433,-10.6,10,-2.2,VFR,New York,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,389
PAOT 270053Z 17018KT 10SM FEW028 BKN036 OVC050 02/M01 A2994 RMK AO2 PK WND 17026/0024 SLP137 T00221011,42.93,-78.73,,CLR,260,5,0,KBUF,,30.410433,-11.1,10,-0.6,VFR,New York,,5,,TRUE,,,,,,,,,BKN,3600,OVC,5000,,,,,,,,,,,,,,,METAR,3
PAOR 270053Z 18004KT 10SM FEW050 FEW100 SCT170 07/M02 A3004 RMK AO2 SLP194 T00721017,42.57,-77.72,,CLR,300,5,0,KDSV,,30.41929,-13.9,10,0,VFR,New York,,3,,TRUE,,,,,,,,,FEW,10000,SCT,17000,,,,,,,,,,,,,,,METAR,523
KAGS 270053Z 06012KT 10SM BKN100 14/07 A3016 RMK AO2 SLP213 T01440067,41.52,-74.27,,CLR,340,5,0,KMGJ,,30.33071,-15,10,1.1,VFR,New York,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,44
KAKO 270053Z AUTO 16008KT 10SM CLR 14/02 A3001 RMK AO2 SLP151 T01390017,40.85,-72.62,,CLR,360,5,0,KFOK,,30.318897,-10.6,10,1.7,VFR,New York,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1421
KAIA 270053Z AUTO 16009KT 10SM CLR 12/00 A2995 RMK AO2 SLP148 T01170000,43.33,-73.62,,CLR,360,5,0,KGFL,,30.360237,-16.1,10,0.6,VFR,New York,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1196
KAMA 270053Z 17013KT 10SM CLR 17/07 A3017 RMK AO2 SLP197 T01670072,43.12,-76.1,,FEW,310,5,0,KSYR,25000,30.431103,-14.4,10,-1.1,VFR,New York,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1093
KALW 270053Z 36004KT 10SM CLR 14/M02 A2998 RMK AO2 SLP154 T01391017,40.73,-73.42,,CLR,20,10,0,KFRG,,30.318897,-14.4,10,4.4,VFR,New York,,11,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,363
KAMW 270053Z AUTO 16007KT 10SM BKN050 OVC065 10/03 A3024 RMK AO2 SLP245 T01000033,42.22,-75.98,,CLR,340,10,0,KBGM,,30.339567,-17.2,10,-2.2,VFR,New York,,8,TRUE,TRUE,,,,,,,,,OVC,6500,,,,,,,,,,,,,,,,,METAR,279
KAMG 270053Z AUTO 06008G16KT 10SM OVC017 16/11 A3010 RMK AO2 SLP191 T01610111 $,42.85,-73.92,,CLR,290,10,15,KSCH,,30.351377,-14,15,1,VFR,New York,16,10,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,59
KANB 270053Z AUTO 00000KT 10SM FEW060 11/07 A3017 RMK AO2 SLP220 T01060072,35.48,-81.17,,CLR,0,0,0,KIPJ,,30.239174,2,10,8.1,VFR,North Carolina,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,183
KAOH 270053Z AUTO 06006KT 10SM CLR 02/M08 A3039 RMK AO2 SLP300 T00171078,35.12,-78.92,,CLR,10,5,0,KFBG,,30.250984,1,10,9,VFR,North Carolina,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,296
KAOO 270053Z AUTO 00000KT 10SM CLR 03/M12 A3031 RMK AO2 SLP278 T00331122,35.02,-80.62,,CLR,30,5,0,KEQY,,30.221457,0.6,10,8.9,VFR,North Carolina,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,455
KAPA 270053Z 33007KT 10SM SCT140 BKN220 18/M06 A3000 RMK AO2 SLP132 T01781056,34.98,-78.88,,CLR,50,5,0,KFAY,,30.250984,-0.6,10,9.4,VFR,North Carolina,,4,,TRUE,,,,,,,,,BKN,22000,,,,,,,,,,,,,,,,,METAR,1775
KAPF 270053Z 30008KT 10SM CLR 22/18 A3001 RMK AO2 SLP160 T02220183 $,36.05,-79.47,,CLR,50,5,0,KBUY,,30.268702,-8.3,10,8.9,VFR,North Carolina,,5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,3
KASD 270053Z AUTO 35008KT 10SM CLR 17/06 A3020 RMK AO2 SLP225 T01720061,36.13,-80.22,,CLR,70,5,0,KINT,,30.259842,-1.7,10,9.4,VFR,North Carolina,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,9
KARA 270053Z 01009KT 10SM CLR 16/07 A3023 RMK AO2 SLP235 T01610067,35.2,-81.15,,CLR,360,5,0,KAKH,,30.230314,2.8,10,10.6,VFR,North Carolina,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,18
KATY 270053Z AUTO 15010KT 6SM BR CLR 06/04 A3002 RMK AO2 SLP181 T00610039,35.43,-82.53,,OVC,0,5,0,KAVL,4000,30.230314,3.9,10,7.8,VFR,North Carolina,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,532
KASX 270053Z AUTO 19007KT 10SM SCT070 04/M05 A3021 RMK AO2 SLP242 T00441050,34.27,-77.9,,CLR,40,10,0,KILM,,30.239174,-1.7,10,8.3,VFR,North Carolina,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,251
KASE 270053Z 18010KT 10SM CLR 12/M08 A3013 RMK AO2 SLP155 T01171078,35.07,-77.05,,CLR,40,10,0,KEWN,,30.280512,-2.2,10,6.7,VFR,North Carolina,,12,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2354
KAUG 270053Z AUTO 32010KT 10SM CLR M02/M16 A3031 RMK AO2 SLP270 T10171161,36.1,-79.95,,CLR,80,10,0,KGSO,,30.250984,-6.1,10,7.8,VFR,North Carolina,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,109
KAUS 270053Z 04007KT 10SM SCT250 20/09 A3022 RMK AO2 SLP232 T02000094 $,36.27,-76.18,,CLR,30,15,0,KECG,,30.31004,-0.6,10,6.1,VFR,North Carolina,,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,166
KAXN 270053Z AUTO 16008KT 10SM OVC016 06/02 A3010 RMK AO2 SLP210 T00610017,34.9,-76.88,,CLR,50,20,20,KNKT,,30.268702,-3.3,10,8.3,VFR,North Carolina,22,18,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,433
KAZO 270053Z AUTO 00000KT 10SM CLR 05/M14 A3038 RMK AO2 SLP296 T00501139,48.93,-103.3,,CLR,0,0,0,KD50,,29.769686,8,9,11,VFR,North Dakota,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,272
KBYG 270053Z AUTO 34004KT 10SM CLR 14/M07 A2988 RMK AO2 SLP100 T01391072,46.17,-98.08,BR,CLR,80,5,0,K2D5,,29.991142,1,4,1,MVFR,North Dakota,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1497
KBWG 270053Z AUTO 01004KT 10SM CLR 09/M09 A3032 RMK AO2 SLP270 T00891089,46.93,-98.02,BR,OVC,150,5,0,KBAC,900,30,1,5,1,IFR,North Dakota,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,168
KCAG 270053Z AUTO 10003KT 10SM CLR 07/M02 A3007 RMK AO2 SLP206 T00671017,47.78,-99.93,BR,OVC,190,5,0,K5H4,400,29.920275,2,4,2,LIFR,North Dakota,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1887
KALI 270053Z AUTO 12009KT 10SM CLR 20/12 A3021 RMK AO2 SLP227 T02000117,46.22,-97.65,BR,,100,5,0,KGWR,,30,1,3,1,,North Dakota,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,53
KCCR 270053Z 01007KT 10SM OVC085 17/08 A2993 RMK AO2 SLP121 T01720078,46.22,-100.25,FG,,150,5,0,K7L2,,29.949802,2,0.25,2,,North Dakota,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,11
KCDR 270053Z AUTO 20009KT 10SM CLR 13/M01 A2989 RMK AO2 SLP137 T01281011,46.82,-101.87,,BKN,190,5,0,KD57,900,29.870079,2,10,4,IFR,North Dakota,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1010
KCDS 270053Z AUTO 15010KT 10SM CLR 18/06 A3022 RMK AO2 SLP228 T01830056,46.17,-103.3,,CLR,150,5,0,KBWW,,29.731298,5,10,6,VFR,North Dakota,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,594
KCDW 270053Z 10SM CLR 05/M17 A3035 RMK AO2 SLP283 T00501172,46.93,-103.98,,CLR,160,5,0,K20U,,29.828741,7,10,10,VFR,North Dakota,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,64
KCEZ 270053Z AUTO 12003KT 10SM CLR 17/M04 A3008 RMK AO2 SLP152 T01671039,48.25,-101.27,,CLR,170,5,0,KMOT,,29.819881,3.3,10,7.2,VFR,North Dakota,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1797
KCEW 270053Z AUTO 35003KT 10SM CLR 12/07 A3017 RMK AO2 SLP214 T01170067,48.38,-102.9,,CLR,180,5,0,KD60,,29.799213,8,10,8,VFR,North Dakota,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,55
KCGI 270053Z AUTO 03006KT 10SM CLR 08/M04 A3036 RMK AO2 SLP280 T00781039,48.3,-102.4,,CLR,190,5,0,K08D,,29.811024,7,10,7,VFR,North Dakota,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,102
KCHO 270053Z 07005KT 10SM CLR 07/M12 A3032 RMK AO2 SLP268 T00671122,48.38,-100.02,BR,OVC,160,10,0,KRUG,500,29.870079,1,5,1,IFR,North Dakota,,10,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,192
KCHA 270053Z 01007KT 10SM FEW040 FEW250 13/05 A3021 RMK AO2 SLP227 T01280050,47.42,-98.1,BR,OVC,180,10,0,KS32,200,29.97933,1,0.5,1,LIFR,North Dakota,,11,,TRUE,,,,,,,,,FEW,25000,,,,,,,,,,,,,,,,,METAR,210
KCRG 270053Z 05014G19KT 10SM SCT016 OVC023 17/14 A3006 RMK AO2 SLP178 T01720144,48.78,-97.63,BR,OVC,180,10,0,K2C8,800,29.940945,0,4,1,IFR,North Dakota,,12,,TRUE,,,,,,,,,OVC,2300,,,,,,,,,,,,,,,,,METAR,13
KCRQ 270053Z 26005KT 10SM CLR 16/12 A2996 RMK AO2 SLP144 T01610117,48.88,-99.62,FG,OVC,190,10,0,K06D,200,29.861221,1,0.5,1,LIFR,North Dakota,,11,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,99
KCSM 270053Z 17009KT 10SM FEW070 14/08 A3023 RMK AO2 SLP234 T01390083,47.28,-101.58,,BKN,190,10,0,KHZE,800,29.890747,4,10,4,IFR,North Dakota,,9,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,588
KCRS 270053Z AUTO 00000KT 10SM CLR 18/08 A3027 RMK AO2 SLP249 T01780083,47.8,-103.25,,CLR,160,10,0,KS25,,29.790354,5,10,13,VFR,North Dakota,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,133
KCSV 270053Z AUTO 36007KT 10SM CLR 07/M04 A3024 RMK AO2 SLP244 T00721044,46.93,-96.82,,OVC,150,10,0,KFAR,1500,30.041338,1.1,7,2.8,MVFR,North Dakota,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,570
KCUB 270053Z AUTO 07004KT 10SM OVC075 13/04 A3023 RMK AO2 SLP234 T01330044,46.77,-100.9,,OVC,170,10,0,KY19,600,29.911417,2,8,2,IFR,North Dakota,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,56
KCUT 270053Z AUTO 22003KT 10SM CLR 10/M07 A2993 RMK AO2 SLP127 T01001072,47.45,-99.15,BR,OVC,190,15,0,K46D,400,29.949802,2,4,2,LIFR,North Dakota,,13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1725
KCXO 270053Z 06003KT 10SM CLR 18/11 A3024 RMK AO2 SLP236 T01830111,48.48,-99.23,BR,OVC,190,15,0,K9D7,200,29.920275,2,2,2,LIFR,North Dakota,,13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,75
KBBW 270053Z AUTO 18013KT 10SM CLR 16/07 A3003 RMK AO2 SLP174 T01610072,48.4,-97.37,,OVC,170,15,0,KGAF,800,30,1,7,1,IFR,North Dakota,,15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,776
KBCE 270053Z AUTO 25003KT 10SM CLR 06/M04 A3014 RMK AO2 SLP177 T00561039,47.95,-97.18,,OVC,180,15,0,KGFK,900,30,-1.1,10,1.1,IFR,North Dakota,,14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2312
KBDE 270053Z AUTO 18008KT 10SM OVC025 03/M03 A3002 RMK AO2 SLP184 T00331028,48.93,-97.9,,OVC,200,15,20,K96D,800,29.920275,3,9,3,IFR,North Dakota,19,13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,329
KCRE 270053Z AUTO 03005KT 10SM CLR 10/03 A3022 RMK AO1 SLP233 T01000033,48.75,-98.4,BR,OVC,200,20,0,KD55,100,29.899607,2,0.5,2,LIFR,North Dakota,,19,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,10
KCPS 270053Z 10005KT 10SM CLR 08/M02 A3035 RMK AO2 SLP280 T00781022 $,15.12,145.72,,SCT,60,15,0,PGSN,2800,30,20.6,10,30.6,VFR,Northern Mariana Islands,,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,126
KCPR 270053Z 22015KT 10SM CLR 11/M02 A2994 RMK AO2 SLP122 T01111017,39.08,-84.22,,CLR,0,0,0,KI69,,30.369095,-5.5,10,5,VFR,Ohio,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1621
KCOT 270053Z AUTO 14010KT 10SM SCT060 24/13 A3016 RMK AO2 SLP208 T02390133,39.25,-84.78,,CLR,0,0,0,KI67,,30.369095,-6,10,5,VFR,Ohio,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,140
KCNY 270053Z AUTO 33005KT 10SM CLR 16/01 A2999 RMK AO2 SLP137 T01560006,39.43,-83.02,,CLR,0,0,0,KRZT,,30.360237,-2,10,1,VFR,Ohio,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1390
KCNO 270053Z 26012KT 10SM BKN250 19/07 A2995 RMK AO2 SLP140 T01890072,40.02,-82.47,,CLR,0,0,0,KVTA,,30.351377,-7.8,10,6.1,VFR,Ohio,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,207
KCNM 270053Z AUTO 12014G19KT 10SM CLR 22/09 A3010 RMK AO2 SLP154 T02220094,41.78,-80.7,,CLR,0,0,0,KHZY,,30.410433,-13.9,10,-1.1,VFR,Ohio,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,985
KCMX 270053Z AUTO 07004KT 10SM CLR M01/M10 A3018 RMK AO2 SLP237 T10061100,40.47,-81.42,,CLR,0,0,0,KPHD,,30.369095,-7.2,10,2.2,VFR,Ohio,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,326
KCMI 270053Z 07004KT 10SM CLR 05/M08 A3037 RMK AO2 SLP290 T00501083,39.1,-84.42,,CLR,0,0,0,KLUK,,30.380905,-5.6,10,5,VFR,Ohio,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,228
KCLM 270053Z AUTO VRB04KT 10SM CLR 11/02 A3005 RMK AO2 SLP176 T01110017,39.43,-83.8,,CLR,10,5,0,KILN,,30.351377,-5,10,2.8,VFR,Ohio,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,85
KCLL 270053Z 01005KT 10SM CLR 19/11 A3023 RMK AO2 SLP235 T01890106,41.03,-81.47,,CLR,20,5,0,KAKR,,30.380905,-12.2,10,1.7,VFR,Ohio,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,96
KCKB 270053Z AUTO 04005KT 10SM CLR 04/M11 A3033 RMK AO2 SLP274 T00441106,40.22,-83.35,,CLR,30,5,0,KMRT,,30.369095,-7.8,10,2.2,VFR,Ohio,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,360
KBFD 270053Z AUTO 35004KT 10SM CLR M02/M14 A3032 RMK AO2 SLP291 T10171144 $,39.6,-84.23,,CLR,50,5,0,KMGY,,30.351377,-7.8,10,5,VFR,Ohio,,3,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,647
KBFF 270053Z AUTO 14004KT 10SM CLR 17/00 A2995 RMK AO2 SLP135 T01670000,40.5,-84.3,,CLR,50,5,0,KAXV,,30.380905,-7,10,2,VFR,Ohio,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1203
KBFI 270053Z VRB05KT 10SM CLR 14/M01 A3002 RMK AO2 SLP165 T01441011,40.37,-83.82,,CLR,50,5,0,KEDJ,,30.380905,-9,10,1,VFR,Ohio,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,4
KBFM 270053Z 31004KT 10SM SCT048 12/08 A3020 RMK AO2 SLP227 T01220078,41.53,-81.67,,CLR,60,5,0,KBKL,,30.410433,-6.7,10,1.1,VFR,Ohio,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,20
KBGM 270053Z 34008KT 10SM CLR M02/M17 A3034 RMK AO2 SLP295 T10221172,40.7,-84.02,,CLR,60,5,0,KAOH,,30.389763,-7.8,10,1.7,VFR,Ohio,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,490
KBGR 270053Z 32013G19KT 10SM CLR M02/M16 A3030 RMK AO2 SLP264 T10221156,41.03,-83.98,,CLR,100,5,0,KOWX,,30.41929,-7,10,-1,VFR,Ohio,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,57
KBHM 270053Z 35007KT 10SM CLR 12/03 A3021 RMK AO2 SLP229 T01170028,40.87,-84.62,,CLR,110,5,0,KVNW,,30.389763,-7,10,3,VFR,Ohio,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,197
KBIL 270053Z 31009KT 10SM SCT130 BKN240 16/M02 A2982 RMK AO2 SLP088 T01611022,41.33,-84.43,,CLR,120,5,0,KDFI,,30.398623,-8.9,10,3.3,VFR,Ohio,,5,,TRUE,,,,,,,,,BKN,24000,,,,,,,,,,,,,,,,,METAR,1091
KBIV 270053Z AUTO 00000KT 10SM CLR 02/M11 A3040 RMK AO2 SLP301 T00171111,38.83,-82.85,,CLR,340,5,0,KPMH,,30.351377,-7.6,10,5.6,VFR,Ohio,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,208
